year,month,campaign,cpc,impressions_per_day,ctr,cvr,roi,daily_sales,cpa,rpa,monthly_profit
2069,12,D,0.34,2045729.53,0.2792,0.0047,0.734,519.09,1.89,2.38,21069.41
2070,1,A,0.06,11395495.02,0.0189,0.0113,1.01,1440.99,4.31,8.08,109225.79
2070,1,B,0.11,2642172.49,0.022,0.0165,1.51,1222.7,3.55,9.4,119631.41
2070,1,C,0.16,10362758.65,0.0202,0.0132,0.81,690.62,9.08,12.13,212856.34
2070,1,D,0.11,2062155.97,0.0298,0.0098,0.51,596.7,4.02,6.72,199499.73
2070,2,A,0.07,15353711.13,0.0289,0.0107,1.02,2070.27,5.07,10.13,95986.17
2070,2,B,0.12,3562567.14,0.032,0.0122,1.52,1361.94,2.69,11.95,73775.21
2070,2,C,0.17,5363242.11,0.0302,0.0086,0.82,416.93,11.71,10.45,192185.81
2070,2,D,0.12,2355869.32,0.0398,0.007,0.52,701.74,3.76,4.09,144739.22
2070,3,A,0.08,16691830.45,0.0389,0.0063,1.03,2991.1,5.4,6.2,105003.38
2070,3,B,0.13,3574262.55,0.042,0.0086,1.53,1398.61,1.64,9.66,90636.03
2070,3,C,0.18,4833829.23,0.0402,0.0063,0.83,494.95,14.28,6.62,158798.93
2070,3,D,0.13,2470900.48,0.0506,0.0037,0.53,593.87,2.39,3.87,164486.47
2070,4,A,0.09,19445245.91,0.0543,0.0072,1.04,3918.43,4.05,6.47,147831.64
2070,4,B,0.14,4506848.48,0.052,0.0068,1.54,2031.87,1.0,6.73,101556.84
2070,4,C,0.19,4008601.25,0.0502,0.0078,0.84,354.22,14.39,4.14,137358.07
2070,4,D,0.14,1740175.45,0.0606,0.005,0.54,819.99,2.26,5.03,158962.52
2070,5,A,0.1,12888140.47,0.0643,0.0048,1.05,4245.94,3.7,6.54,202249.87
2070,5,B,0.15,5337439.21,0.0776,0.0068,1.55,2523.2,1.02,4.39,57473.87
2070,5,C,0.2,2361632.0,0.0602,0.0064,0.85,342.38,13.05,4.12,186159.58
2070,5,D,0.16,1130173.94,0.0706,0.0067,0.55,1139.22,2.17,6.48,139130.84
2070,6,A,0.11,19128353.29,0.0774,0.0033,1.06,3377.09,3.13,3.51,252178.45
2070,6,B,0.18,6358729.11,0.0876,0.0098,1.56,2996.33,0.76,5.02,82533.96
2070,6,C,0.21,3022942.85,0.0702,0.0054,0.86,187.71,12.15,2.56,254120.05
2070,6,D,0.17,1623698.17,0.0806,0.009,0.569,1423.53,1.71,3.38,190059.64
2070,7,A,0.13,11018755.67,0.0947,0.0018,1.07,2819.65,1.84,3.72,194430.1
2070,7,B,0.19,9494345.95,0.1037,0.0059,1.57,3706.25,0.94,4.89,75438.04
2070,7,C,0.24,2512487.51,0.0802,0.0059,0.874,162.98,15.59,2.13,198432.02
2070,7,D,0.2,1047696.73,0.0906,0.0077,0.579,1716.42,1.45,1.95,220041.78
2070,8,A,0.14,6696524.94,0.1047,0.0022,1.08,3928.67,1.99,2.69,127716.37
2070,8,B,0.24,9879267.21,0.1278,0.005,1.581,4978.34,0.96,3.03,109242.87
2070,8,C,0.28,2247789.62,0.0902,0.005,0.884,188.73,16.89,2.51,147638.1
2070,8,D,0.21,783717.82,0.1227,0.0059,0.589,2023.3,0.96,2.26,257455.03
2070,9,A,0.18,7196422.75,0.1147,0.0013,1.09,2848.39,1.27,2.64,111566.04
2070,9,B,0.28,6174561.09,0.1378,0.0051,1.591,4340.42,0.54,1.68,153601.37
2070,9,C,0.29,1723780.1,0.1002,0.0036,0.894,136.33,15.65,2.52,197770.65
2070,9,D,0.22,973605.22,0.1327,0.0077,0.599,2840.87,0.94,1.13,191567.49
2070,10,A,0.19,5574231.66,0.1536,0.0011,1.113,3264.69,1.3,1.52,160445.2
2070,10,B,0.29,8841795.6,0.1972,0.0041,1.601,5770.09,0.44,1.12,209446.68
2070,10,C,0.3,2528342.42,0.143,0.0031,0.908,155.79,18.11,1.5,199183.98
2070,10,D,0.28,962512.12,0.1612,0.0107,0.609,4224.24,0.62,0.83,142620.21
2070,11,A,0.22,8027903.94,0.1636,0.0009,1.123,1724.51,1.35,1.72,208271.67
2070,11,B,0.3,7448353.36,0.2072,0.0031,1.653,6351.17,0.56,1.4,142113.12
2070,11,C,0.31,3416780.65,0.1623,0.0016,0.918,149.03,10.69,1.83,286574.92
2070,11,D,0.29,988863.91,0.1712,0.0123,0.619,4514.99,0.47,0.44,85397.14
2070,12,A,0.23,8310262.55,0.2142,0.0011,1.133,1359.45,1.59,1.84,200228.03
2070,12,B,0.34,10178044.01,0.2724,0.0032,1.703,5665.36,0.48,1.34,93599.28
2070,12,C,0.32,4828865.22,0.1723,0.0015,0.928,104.22,6.92,1.86,228139.32
2070,12,D,0.3,1121860.02,0.1812,0.0066,0.629,2699.23,0.38,0.3,52058.63
2071,1,A,0.06,8775957.21,0.0189,0.0099,1.01,1244.42,4.61,9.85,167167.4
2071,1,B,0.11,3515865.18,0.022,0.0169,1.51,635.57,4.74,10.72,126905.88
2071,1,C,0.16,7900499.14,0.0202,0.0091,0.81,1533.88,8.12,19.18,305333.47
2071,1,D,0.11,2593808.54,0.0298,0.0167,0.51,1302.48,9.88,8.99,83755.92
2071,2,A,0.07,6669878.77,0.0289,0.0057,1.02,1145.71,5.68,8.82,104926.45
2071,2,B,0.12,2410013.42,0.032,0.0242,1.52,934.01,3.79,13.1,142952.77
2071,2,C,0.17,3994920.57,0.0302,0.0083,0.82,1353.0,4.67,20.91,362865.98
2071,2,D,0.12,1847769.73,0.0398,0.0201,0.52,1682.36,8.04,4.72,59470.34
2071,3,A,0.08,8143822.15,0.0389,0.0029,1.03,1496.8,4.22,9.8,54534.38
2071,3,B,0.13,1451542.19,0.042,0.0293,1.53,853.7,2.84,13.27,166956.84
2071,3,C,0.18,3973389.1,0.0402,0.0065,0.83,1092.43,5.64,16.84,358444.51
2071,3,D,0.13,2482629.58,0.0498,0.029,0.53,1416.51,7.89,2.82,53157.74
2071,4,A,0.09,4946768.71,0.0489,0.0032,1.04,1764.5,3.49,12.29,76618.29
2071,4,B,0.14,1767706.59,0.052,0.0242,1.54,1196.64,3.6,9.56,244097.65
2071,4,C,0.19,3612020.17,0.0502,0.0066,0.84,651.92,5.01,19.12,393910.64
2071,4,D,0.14,1483001.06,0.0598,0.0435,0.54,1284.53,4.21,2.36,40461.2
2071,5,A,0.1,2728098.03,0.0589,0.0016,1.05,1056.33,4.23,14.97,60392.3
2071,5,B,0.15,1549224.09,0.0688,0.0182,1.55,725.18,4.34,7.67,217252.03
2071,5,C,0.2,5033859.9,0.0602,0.0088,0.85,821.18,4.87,11.85,301120.83
2071,5,D,0.15,1058510.97,0.0698,0.0412,0.55,1873.07,3.97,1.39,30415.25
2071,6,A,0.12,3740777.14,0.0689,0.0023,1.06,1424.67,2.82,11.88,34702.09
2071,6,B,0.16,1779101.14,0.0959,0.0196,1.56,550.11,3.32,9.48,160537.16
2071,6,C,0.23,6405699.49,0.0754,0.0051,0.86,944.54,4.5,8.47,438426.42
2071,6,D,0.16,1481476.72,0.0798,0.0254,0.564,1529.16,4.21,1.68,24759.95
2071,7,A,0.15,3146614.87,0.0789,0.0018,1.076,1568.72,3.14,15.15,37651.56
2071,7,B,0.18,2234378.96,0.1073,0.0269,1.57,500.12,2.21,9.21,195681.11
2071,7,C,0.24,9171482.49,0.1122,0.0041,0.87,514.91,4.03,5.52,379380.05
2071,7,D,0.17,2192076.96,0.0926,0.0355,0.587,2177.12,3.11,1.02,18679.17
2071,8,A,0.16,3680535.65,0.0889,0.0026,1.086,1963.32,3.44,18.11,34149.02
2071,8,B,0.19,2860626.11,0.1173,0.037,1.58,599.86,1.89,9.7,184431.58
2071,8,C,0.25,11230557.51,0.1222,0.0031,0.889,614.25,4.6,5.76,567022.49
2071,8,D,0.21,1442467.35,0.1026,0.0524,0.597,1622.75,2.6,1.08,27290.75
2071,9,A,0.17,4274187.4,0.1225,0.0015,1.096,2893.79,3.32,16.53,31942.64
2071,9,B,0.24,3617046.59,0.1273,0.0219,1.59,451.8,1.07,7.13,98273.59
2071,9,C,0.26,5755255.98,0.1322,0.0029,0.899,765.98,4.41,6.35,657216.32
2071,9,D,0.23,1370756.21,0.1193,0.0479,0.607,995.26,1.5,0.84,24382.62
2071,10,A,0.18,4674800.07,0.1325,0.0012,1.106,2848.56,4.05,9.56,33769.06
2071,10,B,0.25,2715247.47,0.1373,0.0245,1.6,363.3,1.4,4.85,108915.73
2071,10,C,0.27,6550697.96,0.1422,0.0018,0.909,539.8,2.74,5.89,666124.02
2071,10,D,0.26,888924.85,0.1405,0.0463,0.617,1110.14,1.53,0.52,31334.26
2071,11,A,0.19,4725565.97,0.1855,0.0012,1.116,4010.97,2.81,11.11,21915.83
2071,11,B,0.26,3985943.08,0.2007,0.0173,1.61,479.63,1.53,4.73,143598.15
2071,11,C,0.28,8265951.45,0.1522,0.0012,0.919,417.64,2.26,4.83,776920.82
2071,11,D,0.27,514109.2,0.1979,0.036,0.637,590.4,0.81,0.32,40243.75
2071,12,A,0.2,2666999.21,0.1955,0.0015,1.151,4619.65,2.13,10.06,25828.39
2071,12,B,0.27,5254342.25,0.2107,0.0171,1.62,712.36,1.77,2.43,117560.84
2071,12,C,0.29,9850355.63,0.1758,0.0018,0.944,622.72,2.42,5.24,677030.91
2071,12,D,0.28,708216.14,0.2829,0.0457,0.649,768.97,0.4,0.19,22827.82
2072,1,A,0.06,14378249.06,0.0189,0.005,1.01,653.96,5.68,7.23,109491.48
2072,1,B,0.11,3538756.27,0.022,0.0302,1.51,975.57,2.02,11.51,223308.75
2072,1,C,0.16,9914309.67,0.0202,0.0107,0.81,1752.4,8.9,20.62,137740.31
2072,1,D,0.11,4766384.23,0.0298,0.0101,0.51,827.91,9.35,14.12,138791.71
2072,2,A,0.07,8724604.41,0.0289,0.0059,1.02,952.87,5.01,3.76,142808.67
2072,2,B,0.12,4987492.67,0.032,0.0426,1.52,729.68,1.33,14.56,308930.04
2072,2,C,0.17,9877308.13,0.0302,0.006,0.82,2151.2,11.25,18.43,130627.18
2072,2,D,0.12,4528284.67,0.0441,0.0105,0.52,1119.81,9.77,8.35,106336.33
2072,3,A,0.08,5426430.68,0.0389,0.0061,1.03,1154.04,5.93,2.66,175568.11
2072,3,B,0.13,4115499.22,0.042,0.0558,1.53,485.95,1.03,17.75,157566.67
2072,3,C,0.18,13623756.6,0.0439,0.0055,0.83,2234.48,11.21,15.21,145200.43
2072,3,D,0.13,5150925.59,0.0541,0.0155,0.53,1370.59,7.51,5.95,145674.33
2072,4,A,0.09,7784433.58,0.0489,0.0089,1.04,1614.74,4.69,1.65,200064.88
2072,4,B,0.14,5207637.92,0.052,0.0788,1.54,312.29,1.32,22.33,87567.2
2072,4,C,0.19,18186182.06,0.0539,0.0081,0.84,2478.36,11.89,9.18,119128.14
2072,4,D,0.14,7653718.44,0.0641,0.0232,0.54,1536.13,9.03,3.88,164781.22
2072,5,A,0.1,11128168.05,0.0589,0.0081,1.05,1695.4,4.15,1.52,133969.1
2072,5,B,0.15,4439521.49,0.0775,0.0927,1.55,385.82,1.57,13.08,67564.47
2072,5,C,0.2,20426385.04,0.0705,0.0066,0.852,1624.54,6.55,11.77,127493.63
2072,5,D,0.15,11395542.6,0.0741,0.0141,0.55,1641.05,5.7,3.54,142796.67
2072,6,A,0.11,12536823.37,0.0689,0.0041,1.06,922.66,4.83,1.77,74591.14
2072,6,B,0.16,3099853.48,0.1109,0.0836,1.56,375.58,1.72,16.44,69043.63
2072,6,C,0.22,13981790.22,0.1015,0.0064,0.862,2210.38,5.02,11.76,112859.01
2072,6,D,0.18,7982955.08,0.0841,0.0162,0.566,1930.02,3.54,2.86,166558.47
2072,7,A,0.12,18647147.28,0.0789,0.0049,1.07,1366.28,5.86,0.95,67306.02
2072,7,B,0.22,1977622.52,0.1209,0.0532,1.57,489.67,1.31,16.92,78862.1
2072,7,C,0.23,9824504.09,0.129,0.0067,0.891,3138.53,4.54,10.54,151596.2
2072,7,D,0.2,7758801.78,0.1247,0.0094,0.589,1002.56,3.93,2.63,186771.7
2072,8,A,0.13,17070009.88,0.1096,0.0048,1.08,1945.39,4.62,1.11,86014.78
2072,8,B,0.24,1432301.8,0.161,0.0331,1.606,626.02,1.67,15.78,58478.95
2072,8,C,0.24,6868384.38,0.1505,0.0062,0.901,3145.62,2.3,12.38,134196.68
2072,8,D,0.21,5668024.63,0.1347,0.0071,0.599,1076.41,2.78,1.89,258912.52
2072,9,A,0.17,13219132.25,0.1196,0.0033,1.09,1450.51,2.94,0.87,73464.9
2072,9,B,0.32,1916693.72,0.2268,0.0244,1.625,808.56,0.9,10.53,62651.05
2072,9,C,0.26,7154951.58,0.1605,0.0073,0.924,1745.28,1.22,12.01,128354.74
2072,9,D,0.22,6610440.15,0.1447,0.009,0.625,940.28,2.88,1.44,185361.31
2072,10,A,0.18,7418634.09,0.1296,0.0034,1.1,783.5,3.75,0.87,63319.19
2072,10,B,0.41,2838328.81,0.2567,0.0318,1.654,989.55,0.94,11.22,73267.16
2072,10,C,0.3,7824393.76,0.2209,0.0058,0.959,1305.98,1.24,6.52,159724.98
2072,10,D,0.23,7466410.82,0.1547,0.0062,0.635,1231.25,2.12,1.05,210728.59
2072,11,A,0.19,10594777.36,0.1693,0.0018,1.11,1138.76,2.59,1.0,85781.31
2072,11,B,0.42,2069671.86,0.2848,0.0335,1.717,1416.31,0.66,8.53,84550.41
2072,11,C,0.32,5473516.7,0.2309,0.008,0.973,1251.93,0.65,3.34,132432.74
2072,11,D,0.28,9764222.55,0.1908,0.0082,0.645,1792.89,1.82,0.56,144218.14
2072,12,A,0.2,11152606.57,0.1793,0.0021,1.12,1243.59,3.18,0.64,84673.72
2072,12,B,0.48,2787021.32,0.4209,0.0409,1.727,1462.0,0.36,4.8,75097.44
2072,12,C,0.38,4086577.06,0.2409,0.0085,1.009,1728.44,0.63,2.87,198276.58
2072,12,D,0.32,8620819.04,0.2278,0.0048,0.686,2464.21,1.46,0.5,94365.39
2073,1,A,0.06,16015838.02,0.0189,0.0087,1.01,862.38,2.93,5.98,99164.04
2073,1,B,0.11,2830556.03,0.022,0.0258,1.51,1213.58,1.97,5.27,100561.83
2073,1,C,0.16,8537689.1,0.0202,0.016,0.81,1547.23,6.17,14.18,300605.05
2073,1,D,0.11,3817148.13,0.0298,0.0139,0.51,689.1,8.37,16.6,96547.89
2073,2,A,0.07,18427588.97,0.0289,0.0066,1.02,993.79,2.37,6.75,81881.25
2073,2,B,0.12,1748551.48,0.032,0.0326,1.52,827.92,1.5,6.83,86156.22
2073,2,C,0.17,11532119.15,0.0302,0.009,0.82,1068.7,5.35,10.64,338028.1
2073,2,D,0.12,3018729.32,0.0398,0.0123,0.52,689.09,7.23,17.93,48414.72
2073,3,A,0.08,12862268.74,0.0389,0.0071,1.03,1164.76,2.18,5.94,70554.15
2073,3,B,0.13,2423017.12,0.0446,0.0373,1.53,807.41,1.05,8.71,47436.52
2073,3,C,0.18,15824533.41,0.0402,0.0108,0.83,1008.27,4.8,12.64,411540.59
2073,3,D,0.13,1726318.81,0.0526,0.0119,0.53,775.68,6.67,22.01,61504.59
2073,4,A,0.1,15740544.96,0.0489,0.0088,1.04,1397.85,2.43,5.94,47410.57
2073,4,B,0.14,3348773.81,0.0546,0.0402,1.54,1167.91,1.35,6.12,25879.73
2073,4,C,0.19,15767192.5,0.0502,0.0083,0.84,577.28,3.46,11.83,355827.14
2073,4,D,0.15,934957.13,0.0626,0.0109,0.54,1017.59,5.61,24.99,87814.75
2073,5,A,0.11,19562143.14,0.0589,0.0097,1.05,1594.04,2.03,3.02,25251.29
2073,5,B,0.15,4891230.81,0.0692,0.0348,1.55,1208.34,1.44,4.64,15421.73
2073,5,C,0.2,21901923.29,0.0701,0.008,0.85,533.71,2.45,8.62,424302.11
2073,5,D,0.17,1225088.04,0.0726,0.0075,0.55,1318.58,7.09,29.3,84933.29
2073,6,A,0.13,21520210.57,0.0689,0.0131,1.06,1082.86,2.44,3.66,25506.51
2073,6,B,0.16,4546346.62,0.0792,0.0228,1.56,1033.54,0.75,4.07,9500.0
2073,6,C,0.21,12583054.89,0.0801,0.0052,0.86,402.86,2.98,4.54,547727.53
2073,6,D,0.18,1532480.79,0.0826,0.0102,0.561,1783.17,4.85,22.29,111164.67
2073,7,A,0.14,19841631.87,0.0789,0.0067,1.079,1306.44,2.3,3.54,16459.36
2073,7,B,0.17,2897270.22,0.0892,0.0279,1.57,1394.58,0.64,2.53,9765.74
2073,7,C,0.22,12639383.85,0.1089,0.0076,0.878,249.66,2.42,2.77,531270.11
2073,7,D,0.19,2242247.64,0.0926,0.0086,0.571,1398.64,5.9,17.84,135544.06
2073,8,A,0.15,25829983.54,0.0889,0.0069,1.089,724.25,2.56,1.77,10911.66
2073,8,B,0.18,3045033.07,0.0992,0.0153,1.58,1561.23,0.78,1.84,8544.81
2073,8,C,0.23,14164974.11,0.1189,0.011,0.888,255.72,2.92,3.18,542698.64
2073,8,D,0.22,2465586.46,0.1127,0.0046,0.581,1190.7,4.61,12.17,137579.06
2073,9,A,0.17,36924434.1,0.1199,0.009,1.099,1053.97,1.57,1.27,7813.31
2073,9,B,0.19,4123635.32,0.1092,0.0154,1.59,1435.49,0.41,1.95,4275.65
2073,9,C,0.24,17215143.47,0.1497,0.0159,0.898,157.67,3.26,2.4,731035.48
2073,9,D,0.23,2008408.35,0.1227,0.0061,0.591,1172.39,3.6,9.72,70932.89
2073,10,A,0.18,44287937.21,0.1679,0.0055,1.109,765.88,1.98,1.35,9186.27
2073,10,B,0.2,4528195.64,0.1192,0.0166,1.6,1554.85,0.31,1.55,6025.43
2073,10,C,0.25,20586157.75,0.1597,0.0083,0.908,127.93,3.66,2.69,429434.97
2073,10,D,0.24,2387609.26,0.1327,0.0038,0.601,665.18,3.24,8.51,72736.16
2073,11,A,0.19,49468159.99,0.2507,0.0066,1.119,783.69,1.32,1.11,8916.65
2073,11,B,0.24,4578437.21,0.1315,0.0132,1.61,1596.83,0.28,1.17,5238.36
2073,11,C,0.27,28437345.27,0.2005,0.0081,0.918,137.03,3.08,2.95,522344.31
2073,11,D,0.25,2203711.83,0.1583,0.0047,0.638,519.11,2.12,9.2,89572.05
2073,12,A,0.2,67977882.8,0.2625,0.0058,1.189,685.94,1.2,0.91,13088.42
2073,12,B,0.29,2310040.09,0.1619,0.0091,1.62,1057.44,0.18,0.94,4515.99
2073,12,C,0.28,34524990.03,0.2416,0.0045,0.928,102.23,1.98,3.58,264318.17
2073,12,D,0.27,3016157.69,0.1832,0.0046,0.648,414.26,1.97,10.86,105201.09
2074,1,A,0.06,6906060.21,0.0189,0.0067,1.01,1450.41,6.6,9.26,120904.03
2074,1,B,0.11,2995283.73,0.022,0.028,1.51,1105.03,2.79,5.45,199538.98
2074,1,C,0.16,4479282.9,0.0202,0.0184,0.81,965.88,7.24,13.45,365628.49
2074,1,D,0.11,4239464.63,0.0298,0.0162,0.51,1494.94,8.09,8.2,225328.86
2074,2,A,0.07,6716203.75,0.0289,0.006,1.02,1488.45,6.0,5.15,87690.31
2074,2,B,0.12,3559966.7,0.032,0.0419,1.52,796.41,2.25,5.61,115283.22
2074,2,C,0.17,5250695.69,0.0302,0.0152,0.82,733.78,5.03,10.11,526102.66
2074,2,D,0.12,2989535.71,0.0398,0.0123,0.52,1597.19,5.57,6.08,328344.88
2074,3,A,0.08,5076368.41,0.0389,0.0039,1.03,1772.22,5.2,5.34,125490.65
2074,3,B,0.14,2589455.69,0.042,0.0252,1.53,901.63,2.19,5.59,147502.89
2074,3,C,0.18,7020030.88,0.0437,0.0169,0.83,1059.06,5.13,10.93,434587.84
2074,3,D,0.13,1628361.97,0.0498,0.0142,0.53,1649.48,2.99,3.22,283864.9
2074,4,A,0.09,4970119.7,0.0552,0.0041,1.04,2113.51,4.14,3.47,116145.92
2074,4,B,0.15,3555224.31,0.052,0.023,1.54,700.39,2.32,5.14,152588.06
2074,4,C,0.19,7842418.63,0.0537,0.0106,0.84,1572.86,4.65,9.57,624962.78
2074,4,D,0.14,1549746.56,0.0668,0.0098,0.54,1511.84,1.59,3.18,293976.14
2074,5,A,0.11,5820743.73,0.0652,0.0039,1.05,1905.36,5.11,3.19,145198.52
2074,5,B,0.16,2515198.87,0.062,0.0338,1.55,933.94,2.61,6.66,219134.23
2074,5,C,0.21,8393150.49,0.0637,0.012,0.85,1343.26,3.09,6.74,532631.33
2074,5,D,0.16,1234744.89,0.0768,0.0144,0.55,1765.32,1.74,1.63,214008.4
2074,6,A,0.13,8486672.42,0.0752,0.0037,1.06,1523.64,5.92,2.37,90012.82
2074,6,B,0.18,2156197.68,0.0744,0.0446,1.56,579.55,1.34,6.8,279833.42
2074,6,C,0.22,8338676.54,0.0737,0.0108,0.868,1256.59,3.73,5.48,390063.2
2074,6,D,0.17,655660.1,0.0897,0.0107,0.56,890.44,1.14,0.99,213858.95
2074,7,A,0.14,6241631.24,0.0852,0.0024,1.07,956.85,6.38,2.75,95449.49
2074,7,B,0.21,2452794.84,0.0844,0.0526,1.57,450.32,0.93,3.85,397147.06
2074,7,C,0.23,10502689.73,0.0837,0.0156,0.878,1571.02,4.7,3.71,483631.25
2074,7,D,0.18,589502.59,0.0997,0.008,0.57,968.96,0.68,0.96,216709.2
2074,8,A,0.17,6102122.7,0.0952,0.0027,1.08,1228.18,6.09,2.54,75214.33
2074,8,B,0.25,2984142.21,0.0944,0.0447,1.58,539.7,0.58,4.83,344336.99
2074,8,C,0.27,7414449.41,0.0937,0.0205,0.888,1856.26,3.26,4.31,714065.62
2074,8,D,0.22,793478.93,0.1097,0.0083,0.58,1031.98,0.85,0.74,151565.27
2074,9,A,0.18,7041798.85,0.1052,0.0032,1.09,1483.06,4.19,2.46,60039.9
2074,9,B,0.26,2078488.18,0.122,0.0498,1.59,789.88,0.73,2.47,194609.74
2074,9,C,0.28,7634324.02,0.128,0.017,0.908,1351.16,2.06,2.19,738590.81
2074,9,D,0.23,960641.3,0.1197,0.0087,0.59,607.24,0.68,0.71,117029.37
2074,10,A,0.19,5936429.63,0.1152,0.0017,1.1,1813.12,2.66,1.28,55229.29
2074,10,B,0.27,1902340.19,0.1784,0.0732,1.6,774.64,0.93,1.77,136250.99
2074,10,C,0.29,10288578.7,0.1617,0.0165,0.918,1446.66,2.4,2.19,1024677.52
2074,10,D,0.24,1258399.77,0.1528,0.0066,0.6,648.78,0.8,0.37,154304.95
2074,11,A,0.2,3721757.78,0.1305,0.0018,1.114,2582.07,2.84,1.24,34972.15
2074,11,B,0.28,1085535.24,0.2182,0.0526,1.61,688.65,0.84,1.85,90587.59
2074,11,C,0.3,12843815.93,0.1887,0.0127,0.939,1253.15,2.71,1.16,626611.92
2074,11,D,0.26,702323.67,0.1901,0.006,0.628,688.32,0.45,0.47,124801.72
2074,12,A,0.21,4490435.06,0.1405,0.0013,1.124,1537.05,2.67,1.16,38599.05
2074,12,B,0.29,972237.43,0.2812,0.0679,1.62,451.72,0.86,1.24,75930.63
2074,12,C,0.35,16296340.71,0.2513,0.0083,0.965,1724.94,1.6,0.77,481532.78
2074,12,D,0.27,610975.81,0.273,0.0037,0.638,969.86,0.56,0.41,186582.67
2075,1,A,0.06,7807240.09,0.0189,0.0125,1.01,1279.71,5.31,11.93,197132.65
2075,1,B,0.11,4195686.76,0.022,0.0337,1.51,1091.38,4.54,5.95,172561.1
2075,1,C,0.16,9890806.41,0.0202,0.0202,0.81,1538.36,9.25,11.55,359356.98
2075,1,D,0.11,3964929.26,0.0298,0.0176,0.51,1181.27,9.72,10.54,98916.34
2075,2,A,0.07,9883851.59,0.0289,0.012,1.02,1836.55,4.57,7.64,223913.47
2075,2,B,0.12,6092828.83,0.032,0.0353,1.52,785.63,3.88,3.1,133504.28
2075,2,C,0.17,11572570.7,0.0302,0.0111,0.82,2053.33,8.38,6.86,442655.82
2075,2,D,0.12,5744127.79,0.0398,0.0212,0.52,1003.4,10.78,9.75,53229.51
2075,3,A,0.08,13342731.15,0.0389,0.0082,1.03,1903.41,5.13,8.5,160961.14
2075,3,B,0.13,3097261.63,0.042,0.046,1.53,1045.51,4.9,3.15,139744.5
2075,3,C,0.18,11394169.07,0.0402,0.0067,0.83,1766.33,6.07,4.44,287906.14
2075,3,D,0.13,3444291.14,0.0498,0.0306,0.53,1126.08,12.05,8.68,56832.92
2075,4,A,0.09,13212637.14,0.0489,0.0053,1.04,2495.47,5.67,5.53,193097.3
2075,4,B,0.14,3072320.36,0.0577,0.0453,1.54,862.15,4.67,4.07,184357.63
2075,4,C,0.19,6742689.35,0.0502,0.0034,0.84,2320.37,3.45,5.49,360893.64
2075,4,D,0.14,2808110.12,0.0598,0.0434,0.54,1646.38,10.91,8.6,65163.71
2075,5,A,0.1,11285522.17,0.0589,0.0064,1.05,1520.89,5.3,3.63,119057.15
2075,5,B,0.16,1719191.17,0.0725,0.0348,1.55,788.1,5.86,2.35,210856.03
2075,5,C,0.2,9069857.33,0.0602,0.0024,0.85,3279.39,4.44,5.93,411078.37
2075,5,D,0.15,3288985.25,0.0876,0.0609,0.55,1188.71,7.55,8.47,44619.34
2075,6,A,0.11,14719413.9,0.0689,0.0058,1.06,1351.19,3.15,4.19,102169.64
2075,6,B,0.17,1439790.0,0.0825,0.0363,1.56,743.69,6.85,2.11,258804.45
2075,6,C,0.21,10474902.17,0.0702,0.0013,0.867,4538.73,2.91,3.24,301026.72
2075,6,D,0.16,3289911.84,0.1011,0.0521,0.56,807.03,4.21,4.36,32877.15
2075,7,A,0.12,16602757.86,0.0789,0.0068,1.076,1323.74,3.7,2.58,58205.55
2075,7,B,0.18,973240.63,0.1166,0.0207,1.57,709.05,4.4,1.46,343089.38
2075,7,C,0.22,15329924.28,0.0802,0.0013,0.877,5661.48,2.23,4.12,441101.66
2075,7,D,0.17,2082611.79,0.1111,0.0466,0.57,1192.97,4.63,5.61,27543.92
2075,8,A,0.13,15302843.19,0.0889,0.0082,1.092,1581.13,3.38,2.05,83977.76
2075,8,B,0.19,1141337.42,0.1266,0.031,1.58,998.3,2.26,1.83,431518.74
2075,8,C,0.23,12089426.61,0.1193,0.0014,0.887,4237.71,2.48,3.45,576221.17
2075,8,D,0.18,2546198.43,0.1536,0.0598,0.58,1202.85,3.16,5.22,22673.13
2075,9,A,0.16,7953884.97,0.0989,0.0059,1.102,1418.89,3.87,2.38,121463.6
2075,9,B,0.21,1403349.03,0.1366,0.0357,1.59,923.6,1.83,2.12,541281.19
2075,9,C,0.24,16134728.05,0.1293,0.0014,0.897,4885.44,3.22,1.87,792926.71
2075,9,D,0.19,2256916.15,0.1636,0.0405,0.61,1294.99,1.69,6.11,11419.58
2075,10,A,0.2,11317812.49,0.1089,0.0078,1.112,1634.86,2.25,2.66,176014.24
2075,10,B,0.22,1937549.98,0.1466,0.0491,1.6,853.99,1.23,2.4,335637.49
2075,10,C,0.29,23626183.71,0.1393,0.0008,0.907,3293.67,2.28,1.08,430780.75
2075,10,D,0.26,2889578.08,0.1736,0.0322,0.62,890.11,1.23,7.88,16948.44
2075,11,A,0.21,12444059.15,0.1189,0.006,1.122,2183.25,2.5,2.35,202164.01
2075,11,B,0.24,1734936.35,0.2157,0.062,1.641,1137.31,0.93,1.43,449999.01
2075,11,C,0.3,26975704.97,0.1762,0.0005,0.917,4064.68,2.04,1.06,362949.55
2075,11,D,0.32,1543523.14,0.1836,0.0303,0.643,1274.56,1.05,3.94,19000.34
2075,12,A,0.22,8854655.52,0.1289,0.0059,1.132,2877.3,2.65,1.45,280070.61
2075,12,B,0.25,1626756.26,0.2448,0.0881,1.651,1492.14,0.75,1.34,525238.23
2075,12,C,0.31,18681204.97,0.2394,0.0005,0.965,4498.81,1.72,0.64,199092.78
